,v_2m,d_2m,v_10m,d_10m,v_50m,d_50m,v_850,d_850,v_500,d_500,v_250,d_250
2018-07-21 16:00:00,1.7337609232466769,13.46433251921367,2.6228563058393957,13.657445738361815,3.899094262196475,14.361574745834787,10.148037075821955,31.296694833910045,15.549898367451698,68.14815524603286,8.413309770163629,333.69458950297405
2018-07-21 17:00:00,1.275990417058753,8.97831910731908,2.0848639257743953,9.307969389139899,3.978499719065725,9.421382078779061,10.194837203267642,31.075625124136963,17.237348476671894,69.93113967228875,8.684318411863135,332.31112720235683
2018-07-21 18:00:00,1.0541126322020933,5.701995012334351,1.9749706569223027,6.6994504849511,4.319375359238947,6.577045287500624,10.078395749255744,31.116670701708365,17.952292834825972,67.39401980137966,8.5498262992155,333.1266295125176
2018-07-21 19:00:00,1.1541506664570247,4.972054641689823,2.1586531772518676,5.9436569296159405,4.659132963859027,5.989325314911127,9.888482168585254,31.765927433481103,17.879186148328454,63.07121438697776,7.903012295907696,335.95218637041864
2018-07-21 20:00:00,1.2169574626873534,4.587122451340946,2.256458270463597,5.42138890607275,4.789411800347833,5.372756011047315,9.547113663251004,32.12465968573479,17.64130167733311,59.89565349953982,7.039494375468561,339.82316569437575
2018-07-21 21:00:00,1.1708722978725703,2.084361270434229,2.194764427900748,2.4712259002693884,4.615036306019772,2.3385660899453455,9.159331110229466,31.55278862933539,17.406289307817104,58.765921271793246,6.056607341689559,346.557428408923
2018-07-21 22:00:00,1.1195228811701738,1.3776002876749374,2.1387605659196947,1.3198848417001017,4.413538992386243,1.40736938339154,8.568306017978058,29.375074118673687,17.106263493686193,59.126781542513754,5.452043980275953,351.5951622157512
2018-07-21 23:00:00,1.1115366055698177,1.346004660430907,2.1333118918121583,1.3311139855229754,4.376676435190062,1.5401011767975348,8.073611315389229,24.712019623966498,16.72273245700068,60.50058832400413,5.0045730230701,351.59067662590485
2018-07-22 00:00:00,1.1662539227973092,356.3671420737995,2.2017448252827854,356.3379597351611,4.55073180690278,356.66294671509286,7.7518502367727615,17.07507198473421,16.242558755460298,61.343441588590764,4.730619544695994,346.45975926260513
2018-07-22 01:00:00,1.3161956971473965,349.669695860832,2.385570272233741,349.6095489878411,4.87397331471413,349.88712243389693,7.802603962277181,7.816292326756852,15.91341831985763,60.741807548460436,5.02709450742713,337.8359556848457
2018-07-22 02:00:00,1.5639399958038298,343.0742429755901,2.6886692343967113,342.99691160913835,5.40224413695272,343.44711944595497,8.367228612743714,357.4862442085816,15.648861114025198,59.41239200763434,5.415226524625359,332.81137816711646
2018-07-22 03:00:00,1.7187600048672094,341.221622192664,2.885496759487635,341.2155719176818,5.685847561810436,341.5312770492624,9.20070861635688,350.34061421412,15.147975901409138,56.71926912511001,5.02191096048724,332.5647592626185
2018-07-22 04:00:00,1.747998379486037,342.96499330418555,2.9216767910065427,342.94345314252,5.731450455292726,343.14528451447313,9.80070402834987,351.2703283691601,14.402024317297794,53.97339937740138,3.9949901250015745,336.7455638224676
2018-07-22 05:00:00,1.830650215234655,343.34561379084994,3.0048405576145867,343.25516398968557,5.751200723557212,343.3554405091239,10.07736761543458,356.1356695897468,13.620408603996284,52.16799984112633,2.905183138662699,348.2660680525759
2018-07-22 06:00:00,2.4255082749597143,339.98030268740865,3.67323585911216,339.9325969042793,5.539142899541152,340.2586204327738,10.191321598207098,1.6334086415994449,12.949728020660281,50.58700427588163,2.130489568351157,7.435114826072635
2018-07-22 07:00:00,2.9063971550984045,335.9531929189206,4.216534474234567,335.91281259202276,5.279941107972157,337.3807249613275,10.401250064041495,7.359762174207219,12.484852212871443,50.44906240901928,1.7169398596349503,22.043050676663412
2018-07-22 08:00:00,3.4636399078184277,342.01170002161945,4.970422298029024,341.9931294343021,6.216338966664491,344.134488179081,10.960218002608428,13.253144223292438,12.128612551065888,52.19416575734901,1.3668170463573253,14.621701358580452
2018-07-22 09:00:00,3.798726049107256,345.5170178829005,5.4431526629652645,345.50631560723303,6.808310643592189,347.0806382001381,11.81440241007564,18.523984975820696,11.714425793458293,54.226163291178736,1.3138346119248556,341.5551172843186
2018-07-22 10:00:00,3.795442298111894,346.0381498547017,5.409640963899509,346.0369323214386,6.739470323907138,347.51265541670034,12.103106688827799,20.29816926487827,10.96875948556031,54.16877580641498,1.8578730102078156,318.3879109628472
2018-07-22 11:00:00,3.6840747170006747,344.92673859902317,5.208016407865958,344.9508328762127,6.4618246500384355,346.75494936325475,11.42577776645287,16.192903097294803,10.150244134273866,50.583413403234026,2.334817701869437,308.41811262747365
2018-07-22 12:00:00,3.4274880562015406,345.14330904551963,4.819653742271099,345.2036088501345,5.9786570784819375,347.17610592169376,10.547968295994385,12.283536152210687,9.777830183184546,42.453662775456195,2.5856319609742955,302.0429180861986
2018-07-22 13:00:00,3.0181842224932818,346.9987463335827,4.2335913208792615,347.06721285003215,5.3042362648063754,348.9750339390319,9.829178445738547,11.351512043580456,10.171106703818026,32.78051365121471,2.971890014980408,291.98540186842627
2018-07-22 14:00:00,2.6146306819590905,346.68237586297994,3.6894859646860083,346.75637641273545,4.724308981599981,348.67856524533636,9.183551492967144,9.52610791469236,11.191972441645127,27.034265284092164,3.657416912041767,286.7084473777393
2018-07-22 15:00:00,2.0794558058636423,342.32258447910164,3.00049388931345,342.57781908849296,4.152481097342715,345.24723734306036,8.704456264017562,7.327806767307905,12.198289415152685,26.812968401997104,4.51260743683729,292.37951025153234
